name,rating,review,date,location,sentiment
Pritesh Ranka,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
darshan 267,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
John Anthony,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Archana R,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
somnath karmakar,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
dance 360,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Kaushik Dayalan,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Prajakta Kapse,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Rajesh Devaiah,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
SHASHIKUMARA S,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shivek Gupta,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
SAGAR T,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
zakariya Razak,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Abraham George,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Jitendra Jhangiani,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Narendranath Venkatachala,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
vicky shawn,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Akhil K Murthy,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Satya Srinivasan,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
SUCHARITA,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Rajith S,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Priyank Singhi,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Mohammed Sadiq,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Vinay Kotha,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Rohan H V,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Gagan Pattanayak,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Megha Tiwari,"Rated 1.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Himanshu Singh,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Alejandro S,"Rated 3.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Prabhat Dev,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Rudra Prasad,"Rated 1.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
R H,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Bablu Kumar,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sachin Sharma,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
arjith k varrier,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Akhil Kavacheri,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
saikiran,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
jamuna kenchegowda,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Dr Raghavendra A,"Rated 1.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Jagtap Praveen,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Gulshan Barpete,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sumit Jha,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sumir Rao,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
K S G SEKAR,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
mohd azhar hussain,"Rated 1.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
rohit jayanth,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
tausifby khan,"Rated 2.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Aparna C,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Arun M S,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Kee Rthan,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shubham Kumar,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Power Manoj,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Abhinav Kumar,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Mustafa Palanpur,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Simon Prasad,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
MURALI NATARAJAN,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ravindra v,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ram K H,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Aradhana Dalmiya,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Nagesh B S,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Bhupesh Gavit,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Aditya Varma,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sujith John,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shagun Ohri,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
keshav mundra,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
SUSHIL RAJEEVA BHANDARY,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Miraz Mohammad,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Anuj Kumar Mittal,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
balaji bali,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
PRADEEPA CHANDRA,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
monideep banerjee,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Akash Sreekumar,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Mouparna Saha,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Deepu B K,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Siddhant Dangi,"Rated 2.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shiv Murthy,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Krishnavamshi,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Raj S,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Jayesh Doshi,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
sumit singh,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
4DSS,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Praveen Kumar,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Pratik Ramani,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Mitul Girotra,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
rashmi kurup,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
deepak s,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Sandeep Reddy,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Ouchitya Karan,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Srikanth Kg,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Swetha,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Nimitha naroth,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Dr. Isha Karnik-Nayak,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Nishant Kumar,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
SHREE PARSHWA,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Mital Gala,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Vinay R Jain,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Fathimathu Zahra,"Rated 2.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Seema S V Harsha,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Sivakumar Murugesan,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Kancharla Virohith,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shoubhik Dasgupta,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
R K,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
prakash tiwari564,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Adnan Khan,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Jomin Alenchery (Pepe),"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
sindesh d.p.n,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
sneha srijan,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Saeed Shahab,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Joseph Sha Eapen,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Jayanta Chakravorty,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
G Tegginmath,"Rated 3.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Unbox the Blessings,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Rupanjali R,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sanjana Kulkarni,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Manuel Fernandez,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Golak Nayak,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Shivika Agrawal,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Vidya Lohith,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Soham Parekh,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Prakash Raj,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Rohit Gupta,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Nikhath Khan,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
prashanth chandrashekhar,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Narinder Duggal,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Pankaj Poudel,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Dipesh Shah,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
VINOD Naga,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Mrinal Singh,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ani kannal,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
krishnaprasad s,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Charan Suvarna,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Rabiya Tasneem,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shiva Raju S,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Anant Bir Singh,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Sajin Panoli,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Kunal Katyayan,"Rated 4.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Maxi6King,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Mohammed Shueib,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Rajesh Mittal,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
austina francis,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Sarthak Duggal,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Mohammed Akbar,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Susan Jagannath,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shrie R,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Tripty Kumari bhudolia,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Mitesh Jain,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Dr. Manoj C. Sindagi,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Shivakumar A P,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
shoubhik das,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Spandana Matapathi,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Akshita Sethia,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Khushboo Bengani,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Vinod Kumar A S Shetty,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Amit Joseph,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ajay SriramaSetty,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ajmal Sadik,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Jayakrishnan K,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Divin Devaiah,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Srivamsi Sakirepalli,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Saikat Pal,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Nikky Singh,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Varun Venkatesh Kumar,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Sushanta Sarkar,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Ashwath E S,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Harsh Bhagat,"Rated 1.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Zebu Thampi,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Jason D'mello,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sharik Ansari,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
dileep k,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Manisha Shah,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Hareesh M,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Zoheb Syed,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shashvat Agrawal,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shashikanth K S,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Gautam Kumar,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Deepak Kumar Gupta,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ansaf Ansaf,"Rated 4.0 out of 5,",,2023-06-27,Cafe Coffee Day - The Square,Neutral
Arun manjunath N,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Deepak Kumar,"Rated 3.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Archana Kore,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Abhishek Singh,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ankit Sharma,"Rated 4.0 out of 5,",,2022-07-27,Cafe Coffee Day - The Square,Neutral
Akhil Singh,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Assad Fazal,"Rated 4.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Vijay Simha,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Dustin David,"Rated 4.0 out of 5,",,2023-04-27,Cafe Coffee Day - The Square,Neutral
Neel Pathak,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
maheshwari hireholi,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Nihit Jain,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
SKR's Scribble,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Suren Walker,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Prakyat Kp,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Sathyanarayanan P V,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shoaib Akthar,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Sujendra K N,"Rated 4.0 out of 5,",,2022-08-27,Cafe Coffee Day - The Square,Neutral
ANMOL GUPTA,"Rated 2.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Beeju's tv,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Bharathi M.S,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Subramanyam Naresh,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
rijo reji,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
delan pereira,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Ganesh EnriQue,"Rated 3.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
ALEN S R,"Rated 5.0 out of 5,",Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5More,2023-06-27,Cafe Coffee Day - The Square,Neutral
Riddhi Dhadda,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
wayto anu,"Rated 4.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Sujay Das,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Meenakshi vihan,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Poonam Patil,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Shivaraj N,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
sushmita sinha,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
ravi g,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Tanya Shrivastava,"Rated 4.0 out of 5,",,2023-04-27,Cafe Coffee Day - The Square,Neutral
abhijith jithu,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
priya porwal,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Sam Bhattacharya,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Aditya Desai,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Siba Prasad Patro,"Rated 4.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Dilsheen Kaur,"Rated 4.0 out of 5,",Food: 5/5  |  Service: 3/5  |  Atmosphere: 5/5More,2023-04-27,Cafe Coffee Day - The Square,Neutral
Kanagavel C,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Nagaraj H Edigar,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
sunil mundra,"Rated 3.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
harsha harsha,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Shweta Killa,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Shreyas Natekar,"Rated 1.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Chiranjeev Tiwari,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Bhavik Gosalia,"Rated 3.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sheetal Chandra,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Beehivee Decor,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Victor Selvam,"Rated 4.0 out of 5,",,2023-01-27,Cafe Coffee Day - The Square,Neutral
Ullas Cr,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Rajat Mutha,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Sathya M,"Rated 5.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Nithin Dâvis,"Rated 4.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Raghav A,"Rated 4.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
ANANDA C,"Rated 3.0 out of 5,",,2022-11-27,Cafe Coffee Day - The Square,Neutral
elton nathan,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
yadu Vinod,"Rated 2.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Harish Reddy Gonchi,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Saketh Reddy Kolan,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Biju K.l,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
amy singh,"Rated 4.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
dawood harris,"Rated 4.0 out of 5,",,2022-08-27,Cafe Coffee Day - The Square,Neutral
Porus Satwe,"Rated 4.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Prashanth Rao,"Rated 2.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Venkat N Reddy Gurrala,"Rated 5.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Ateeb Sid,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Nishanth Rao,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
vivek krishna,"Rated 4.0 out of 5,",,2017-06-27,Cafe Coffee Day - The Square,Neutral
Shridhar Panshikar,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Sherly Dcruz,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
GNANESH BALARAM,"Rated 5.0 out of 5,",,2018-06-27,Cafe Coffee Day - The Square,Neutral
Prasun Bhattacharya,"Rated 4.0 out of 5,",,2019-06-27,Cafe Coffee Day - The Square,Neutral
Akshay Prakash,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Dominic Thomas,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
Satikanta Banerjee,"Rated 5.0 out of 5,",,2023-06-27,Cafe Coffee Day - The Square,Neutral
T SHIVANNA,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
CHANDRA SHEKAR,"Rated 5.0 out of 5,",,2021-06-27,Cafe Coffee Day - The Square,Neutral
Faiz ali,"Rated 5.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Varsha Chitlur,"Rated 4.0 out of 5,",,2022-06-27,Cafe Coffee Day - The Square,Neutral
Sushmitha Omkar,"Rated 5.0 out of 5,",,2020-06-27,Cafe Coffee Day - The Square,Neutral
